age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
31,technician,single,secondary,no,1510,yes,no,cellular,mon,aug,74,14,-1,0,unknown,no
38,technician,married,secondary,no,-104,no,no,cellular,mon,aug,13,17,-1,0,unknown,no
31,management,married,tertiary,no,357,yes,no,cellular,mon,aug,104,5,-1,0,unknown,no
41,technician,single,secondary,no,294,yes,no,cellular,mon,aug,150,14,-1,0,unknown,no
32,technician,single,secondary,no,17,no,no,cellular,mon,aug,17,15,-1,0,unknown,no
60,blue-collar,married,primary,no,1138,yes,no,cellular,mon,aug,116,4,-1,0,unknown,no
31,management,married,tertiary,no,13,no,no,cellular,mon,aug,110,5,-1,0,unknown,no
39,management,married,tertiary,no,45,no,no,cellular,mon,aug,148,4,-1,0,unknown,no
58,management,married,tertiary,no,0,no,no,cellular,mon,aug,67,19,-1,0,unknown,no
56,retired,married,primary,yes,-123,no,yes,cellular,mon,aug,146,3,-1,0,unknown,no
34,management,married,tertiary,no,630,no,no,cellular,mon,aug,54,8,-1,0,unknown,no
52,blue-collar,married,primary,no,-27,no,no,cellular,mon,aug,51,8,-1,0,unknown,no
36,technician,married,tertiary,no,52,no,no,cellular,mon,aug,101,10,-1,0,unknown,no
44,technician,married,secondary,no,-102,no,yes,cellular,mon,aug,65,4,-1,0,unknown,no
34,self-employed,married,tertiary,no,0,no,no,cellular,mon,aug,730,11,-1,0,unknown,yes
36,technician,married,secondary,no,2473,no,no,cellular,mon,aug,965,4,-1,0,unknown,yes
55,technician,married,secondary,no,3207,no,no,cellular,mon,aug,85,12,-1,0,unknown,no
32,management,married,tertiary,no,2213,no,no,cellular,mon,aug,73,7,-1,0,unknown,no
46,housemaid,married,secondary,no,505,no,no,cellular,mon,aug,26,7,-1,0,unknown,no
42,technician,married,secondary,no,29,no,no,cellular,mon,aug,53,11,-1,0,unknown,no
39,technician,married,tertiary,no,-204,yes,no,cellular,mon,aug,144,4,-1,0,unknown,no
43,management,married,tertiary,no,228,no,no,cellular,mon,aug,47,18,-1,0,unknown,no
32,management,single,tertiary,no,27,no,no,cellular,mon,aug,146,3,-1,0,unknown,no
45,management,married,secondary,no,2873,yes,no,cellular,mon,aug,30,16,-1,0,unknown,no
34,entrepreneur,married,secondary,no,456,yes,yes,cellular,mon,aug,137,8,-1,0,unknown,no
34,management,single,tertiary,no,1070,no,no,cellular,mon,aug,91,15,-1,0,unknown,no
40,technician,single,secondary,no,872,yes,no,cellular,mon,aug,71,4,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,mon,aug,210,3,-1,0,unknown,no
51,management,married,secondary,no,1573,no,no,cellular,mon,aug,72,18,-1,0,unknown,no
51,blue-collar,married,primary,no,-272,no,yes,cellular,mon,aug,121,5,-1,0,unknown,no
52,management,married,tertiary,no,168,no,no,cellular,mon,aug,165,4,-1,0,unknown,no
57,management,married,tertiary,no,75,no,no,cellular,mon,aug,260,5,-1,0,unknown,no
36,management,divorced,tertiary,no,0,no,no,cellular,mon,aug,81,4,-1,0,unknown,no
33,technician,married,secondary,no,264,no,no,cellular,mon,aug,180,4,-1,0,unknown,no
53,services,married,secondary,yes,2262,no,no,cellular,mon,aug,116,8,-1,0,unknown,no
57,management,married,tertiary,no,561,no,no,cellular,mon,aug,54,8,-1,0,unknown,no
57,blue-collar,married,unknown,no,3196,no,no,cellular,mon,aug,161,4,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,no,cellular,mon,aug,262,6,-1,0,unknown,no
56,retired,married,primary,no,556,yes,no,cellular,mon,aug,102,4,-1,0,unknown,no
37,management,married,secondary,no,58,no,no,telephone,mon,aug,75,20,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,mon,aug,19,14,-1,0,unknown,no
41,management,married,tertiary,no,1559,no,no,cellular,mon,aug,74,7,-1,0,unknown,no
34,management,married,tertiary,no,3486,no,no,cellular,mon,aug,23,10,-1,0,unknown,no
44,management,married,tertiary,no,3762,no,no,cellular,mon,aug,125,12,-1,0,unknown,no
31,management,married,tertiary,no,3,no,no,cellular,mon,aug,12,17,-1,0,unknown,no
41,technician,married,secondary,no,801,no,no,cellular,mon,aug,65,4,-1,0,unknown,no
32,management,married,tertiary,no,2431,no,no,cellular,mon,aug,19,19,-1,0,unknown,no
37,management,married,tertiary,no,839,no,yes,cellular,mon,aug,87,11,-1,0,unknown,no
33,technician,single,tertiary,no,0,no,no,cellular,mon,aug,56,2,-1,0,unknown,no
33,management,married,secondary,no,333,no,no,cellular,mon,aug,80,6,-1,0,unknown,no
52,management,married,tertiary,no,-542,no,no,cellular,mon,aug,80,2,-1,0,unknown,no
49,housemaid,married,secondary,no,500,no,yes,cellular,mon,aug,105,2,-1,0,unknown,no
53,housemaid,married,primary,yes,42,no,no,cellular,mon,aug,81,4,-1,0,unknown,no
54,services,married,tertiary,no,0,no,no,cellular,mon,aug,282,2,-1,0,unknown,no
59,management,divorced,tertiary,no,866,no,no,cellular,mon,aug,46,3,-1,0,unknown,no
30,technician,single,secondary,no,1052,no,no,cellular,mon,aug,147,2,-1,0,unknown,no
34,technician,single,tertiary,yes,-6,no,no,cellular,mon,aug,79,8,-1,0,unknown,no
42,management,married,secondary,no,-105,yes,no,cellular,mon,aug,60,2,-1,0,unknown,no
59,management,divorced,tertiary,no,51,no,no,cellular,mon,aug,129,2,-1,0,unknown,no
42,management,single,tertiary,no,1608,no,no,cellular,mon,aug,13,21,-1,0,unknown,no
43,management,single,tertiary,no,0,no,no,cellular,mon,aug,331,2,-1,0,unknown,no
40,management,married,tertiary,no,1666,yes,no,cellular,mon,aug,271,4,-1,0,unknown,no
43,management,married,tertiary,no,2696,yes,no,cellular,mon,aug,86,10,-1,0,unknown,no
47,technician,divorced,secondary,no,-105,no,no,telephone,mon,aug,192,2,-1,0,unknown,no
57,retired,married,primary,no,75,no,no,cellular,mon,aug,118,2,-1,0,unknown,no
37,management,married,tertiary,no,236,no,no,cellular,mon,aug,95,2,-1,0,unknown,no
42,management,married,tertiary,no,-671,no,no,cellular,mon,aug,80,2,-1,0,unknown,no
36,management,married,tertiary,no,659,no,no,cellular,mon,aug,90,13,-1,0,unknown,no
55,housemaid,married,primary,no,1233,no,no,cellular,mon,aug,97,2,-1,0,unknown,no
32,management,married,tertiary,no,0,no,no,cellular,mon,aug,74,2,-1,0,unknown,no
49,unknown,married,secondary,no,0,no,no,cellular,mon,aug,173,2,-1,0,unknown,no
32,housemaid,married,secondary,no,156,no,yes,cellular,mon,aug,82,4,-1,0,unknown,no
31,technician,single,tertiary,no,44,no,no,cellular,mon,aug,16,13,-1,0,unknown,no
37,technician,married,secondary,no,1309,yes,no,cellular,mon,aug,77,4,-1,0,unknown,no
32,technician,single,secondary,no,2421,yes,no,cellular,mon,aug,14,8,-1,0,unknown,no
46,technician,married,secondary,no,0,no,no,cellular,mon,aug,63,2,-1,0,unknown,no
31,technician,single,secondary,no,23,no,no,cellular,mon,aug,110,2,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,mon,aug,59,10,-1,0,unknown,no
43,technician,divorced,secondary,no,0,no,no,cellular,mon,aug,192,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,326,no,no,cellular,mon,aug,157,9,-1,0,unknown,no
50,blue-collar,married,primary,no,403,no,no,cellular,mon,aug,119,6,-1,0,unknown,no
34,technician,married,secondary,no,1,no,no,cellular,mon,aug,535,2,-1,0,unknown,yes
32,management,married,tertiary,no,0,no,no,cellular,mon,aug,15,13,-1,0,unknown,no
46,management,married,tertiary,no,-3,no,no,cellular,mon,aug,205,2,-1,0,unknown,no
31,management,married,tertiary,no,60,no,no,cellular,mon,aug,302,2,-1,0,unknown,no
45,blue-collar,married,primary,no,751,no,no,cellular,mon,aug,151,4,-1,0,unknown,no
50,services,married,secondary,no,1545,no,no,cellular,mon,aug,56,8,-1,0,unknown,no
31,admin.,married,secondary,no,23,no,no,cellular,mon,aug,322,7,-1,0,unknown,no
34,technician,single,secondary,no,0,no,no,cellular,mon,aug,54,4,-1,0,unknown,no
30,management,single,tertiary,no,20261,yes,no,cellular,mon,aug,81,10,-1,0,unknown,no
59,retired,married,secondary,no,1887,no,no,cellular,mon,aug,88,8,-1,0,unknown,no
34,unemployed,single,tertiary,no,786,no,no,cellular,mon,aug,122,11,-1,0,unknown,no
44,technician,divorced,secondary,no,2179,no,no,cellular,mon,aug,180,10,-1,0,unknown,no
32,technician,single,tertiary,no,632,yes,no,cellular,mon,aug,82,7,-1,0,unknown,no
32,unemployed,single,tertiary,no,99,no,no,cellular,mon,aug,49,35,-1,0,unknown,no
55,retired,married,secondary,no,185,no,no,cellular,mon,aug,26,4,-1,0,unknown,no
42,technician,divorced,secondary,no,305,yes,no,cellular,mon,aug,82,4,-1,0,unknown,no
36,technician,married,secondary,no,278,no,no,cellular,mon,aug,121,16,-1,0,unknown,no
30,technician,single,tertiary,no,187,no,no,cellular,mon,aug,66,4,-1,0,unknown,no
55,retired,married,secondary,no,123,no,no,cellular,mon,aug,70,8,-1,0,unknown,no
50,technician,married,secondary,no,-997,no,yes,cellular,mon,aug,70,7,-1,0,unknown,no
43,technician,married,tertiary,no,80,no,no,cellular,mon,aug,9,32,-1,0,unknown,no
60,retired,married,tertiary,no,486,no,no,cellular,mon,aug,139,4,-1,0,unknown,no
42,management,single,tertiary,no,759,no,yes,cellular,mon,aug,105,6,-1,0,unknown,no
34,management,single,tertiary,no,46,no,no,cellular,mon,aug,211,17,-1,0,unknown,no
38,student,married,secondary,no,140,no,no,cellular,mon,aug,12,21,-1,0,unknown,no
37,management,married,tertiary,no,6743,no,no,cellular,mon,aug,13,13,-1,0,unknown,no
41,technician,married,secondary,no,1946,no,no,cellular,mon,aug,327,9,-1,0,unknown,no
59,retired,married,secondary,no,0,no,no,cellular,mon,aug,23,15,-1,0,unknown,no
46,management,married,tertiary,no,1906,no,no,cellular,mon,aug,44,6,-1,0,unknown,no
34,technician,married,secondary,no,0,no,no,cellular,mon,aug,183,10,-1,0,unknown,no
40,technician,married,secondary,no,1232,no,no,cellular,mon,aug,175,11,-1,0,unknown,no
44,management,divorced,tertiary,no,0,no,no,cellular,mon,aug,70,10,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,no,cellular,mon,aug,20,19,-1,0,unknown,no
32,services,single,tertiary,no,0,no,no,cellular,mon,aug,23,12,-1,0,unknown,no
50,blue-collar,married,secondary,no,6288,no,no,cellular,mon,aug,20,14,-1,0,unknown,no
42,technician,married,secondary,no,1013,no,yes,cellular,mon,aug,117,8,-1,0,unknown,no
42,technician,divorced,secondary,no,37,no,no,cellular,mon,aug,28,16,-1,0,unknown,no
59,retired,married,secondary,no,0,no,no,cellular,mon,aug,359,7,-1,0,unknown,no
44,management,married,tertiary,no,217,yes,no,cellular,mon,aug,203,4,-1,0,unknown,no
47,services,married,unknown,yes,0,no,no,cellular,mon,aug,21,22,-1,0,unknown,no
52,technician,married,tertiary,no,0,no,no,cellular,mon,aug,84,15,-1,0,unknown,no
55,admin.,married,secondary,no,0,no,no,cellular,mon,aug,16,28,-1,0,unknown,no
44,technician,married,secondary,no,65,no,no,telephone,mon,aug,53,11,-1,0,unknown,no
59,retired,married,secondary,no,82,no,no,cellular,mon,aug,308,6,-1,0,unknown,no
46,technician,single,tertiary,no,568,no,no,telephone,mon,aug,51,4,-1,0,unknown,no
44,self-employed,married,tertiary,no,134,no,no,cellular,mon,aug,86,4,-1,0,unknown,no
53,blue-collar,married,primary,no,5603,no,no,cellular,mon,aug,2372,6,-1,0,unknown,yes
39,management,married,tertiary,no,0,no,no,cellular,mon,aug,93,25,-1,0,unknown,no
35,technician,divorced,secondary,no,89,no,no,cellular,mon,aug,203,28,-1,0,unknown,no
48,housemaid,married,tertiary,no,197,no,no,cellular,mon,aug,256,8,-1,0,unknown,no
36,technician,married,tertiary,no,837,no,no,cellular,mon,aug,68,6,-1,0,unknown,no
51,services,married,unknown,no,7175,no,no,cellular,mon,aug,98,14,-1,0,unknown,no
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,mon,aug,27,10,-1,0,unknown,no
37,technician,married,secondary,no,163,no,yes,cellular,mon,aug,9,24,-1,0,unknown,no
42,technician,married,secondary,no,3,no,no,cellular,mon,aug,11,26,-1,0,unknown,no
43,management,married,tertiary,no,241,no,no,cellular,mon,aug,79,10,-1,0,unknown,no
42,services,married,secondary,no,59,no,no,cellular,mon,aug,144,13,-1,0,unknown,no
39,housemaid,married,tertiary,no,315,no,no,cellular,mon,aug,53,4,-1,0,unknown,no
32,technician,divorced,secondary,no,-262,yes,no,telephone,mon,aug,85,24,-1,0,unknown,no
52,management,married,tertiary,no,163,no,no,cellular,mon,aug,638,6,-1,0,unknown,no
47,admin.,divorced,secondary,no,225,no,no,cellular,mon,aug,1126,4,-1,0,unknown,yes
40,housemaid,married,primary,no,0,no,no,cellular,mon,aug,16,20,-1,0,unknown,no
48,technician,married,secondary,no,1548,no,no,cellular,mon,aug,143,5,-1,0,unknown,no
54,management,divorced,tertiary,no,0,no,no,cellular,mon,aug,276,6,-1,0,unknown,no
43,management,divorced,tertiary,no,3327,no,no,telephone,mon,aug,146,19,-1,0,unknown,no
48,management,married,tertiary,no,0,no,no,cellular,mon,aug,16,16,-1,0,unknown,no
55,services,married,secondary,no,879,no,no,cellular,mon,aug,183,8,-1,0,unknown,no
37,technician,married,secondary,no,729,no,no,cellular,mon,aug,156,8,-1,0,unknown,no
58,housemaid,married,primary,no,7881,no,no,cellular,mon,aug,507,8,-1,0,unknown,no
31,technician,single,secondary,no,0,no,no,cellular,mon,aug,18,15,-1,0,unknown,no
31,management,single,tertiary,no,35,no,no,cellular,mon,aug,27,16,-1,0,unknown,no
56,retired,married,secondary,no,1333,no,no,cellular,mon,aug,17,14,-1,0,unknown,no
49,services,married,secondary,no,2420,yes,no,telephone,mon,aug,19,13,-1,0,unknown,no
34,technician,married,secondary,no,0,no,no,cellular,mon,aug,12,13,-1,0,unknown,no
38,management,married,tertiary,no,173,no,no,cellular,mon,aug,32,8,-1,0,unknown,no
33,technician,single,secondary,no,111,no,no,cellular,mon,aug,7,23,-1,0,unknown,no
40,technician,married,tertiary,no,84,no,no,cellular,mon,aug,715,8,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,mon,aug,13,17,-1,0,unknown,no
32,admin.,single,tertiary,no,211,no,no,cellular,mon,aug,56,7,-1,0,unknown,no
34,technician,single,secondary,no,0,no,no,cellular,mon,aug,195,6,-1,0,unknown,no
30,management,single,tertiary,no,17,no,no,cellular,mon,aug,95,6,-1,0,unknown,no
50,housemaid,married,primary,no,0,no,no,cellular,mon,aug,39,4,-1,0,unknown,no
55,management,divorced,tertiary,no,668,no,no,cellular,mon,aug,25,6,-1,0,unknown,no
60,self-employed,married,secondary,no,1690,no,no,cellular,mon,aug,64,11,-1,0,unknown,no
53,management,married,tertiary,no,37,no,no,cellular,mon,aug,51,9,-1,0,unknown,no
45,blue-collar,married,secondary,no,-183,yes,yes,cellular,mon,aug,8,13,-1,0,unknown,no
53,blue-collar,married,secondary,no,65,no,no,cellular,mon,aug,25,18,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,mon,aug,38,16,-1,0,unknown,no
34,technician,married,secondary,no,-173,no,no,cellular,mon,aug,85,2,-1,0,unknown,no
54,management,married,tertiary,no,1258,no,no,cellular,mon,aug,153,14,-1,0,unknown,no
48,blue-collar,married,unknown,no,2499,no,no,cellular,mon,aug,429,3,-1,0,unknown,no
37,technician,married,tertiary,no,0,no,no,cellular,mon,aug,76,1,-1,0,unknown,no
45,blue-collar,married,primary,no,377,no,no,cellular,mon,aug,26,23,-1,0,unknown,no
33,self-employed,married,secondary,no,77,no,no,cellular,mon,aug,958,6,-1,0,unknown,no
33,management,single,tertiary,no,1530,no,no,cellular,mon,aug,88,25,-1,0,unknown,no
48,housemaid,married,primary,no,0,no,no,cellular,mon,aug,20,23,-1,0,unknown,no
53,services,married,secondary,no,658,no,no,cellular,mon,aug,18,25,-1,0,unknown,no
52,services,married,secondary,no,1645,no,no,cellular,mon,aug,248,1,-1,0,unknown,no
32,technician,single,tertiary,no,8047,yes,no,cellular,mon,aug,16,13,-1,0,unknown,no
33,technician,single,tertiary,no,436,no,no,cellular,mon,aug,258,8,-1,0,unknown,no
39,technician,married,tertiary,no,0,no,no,cellular,mon,aug,13,17,-1,0,unknown,no
35,technician,married,tertiary,no,75,no,no,cellular,mon,aug,9,19,-1,0,unknown,no
51,blue-collar,married,secondary,no,279,no,no,cellular,mon,aug,64,3,-1,0,unknown,no
34,management,single,tertiary,no,4348,yes,no,cellular,mon,aug,373,8,-1,0,unknown,no
35,technician,single,secondary,no,230,no,no,cellular,mon,aug,104,1,-1,0,unknown,no
30,technician,single,secondary,no,167,no,no,cellular,mon,aug,35,14,-1,0,unknown,no
52,technician,married,secondary,no,118,no,no,cellular,mon,aug,16,20,-1,0,unknown,no
48,blue-collar,married,primary,no,323,no,no,cellular,mon,aug,158,10,-1,0,unknown,no
36,technician,single,tertiary,no,97,no,no,cellular,mon,aug,69,17,-1,0,unknown,no
30,technician,divorced,secondary,no,3028,yes,no,cellular,mon,aug,65,5,-1,0,unknown,no
57,retired,married,unknown,no,-157,no,no,cellular,mon,aug,31,9,-1,0,unknown,no
55,admin.,married,secondary,no,-2,no,no,cellular,mon,aug,76,1,-1,0,unknown,no
30,technician,married,tertiary,no,0,no,no,cellular,tue,aug,140,9,-1,0,unknown,no
48,housemaid,single,secondary,no,71,no,no,cellular,tue,aug,97,3,-1,0,unknown,no
45,self-employed,married,secondary,no,396,no,no,cellular,tue,aug,238,1,-1,0,unknown,no
36,management,married,tertiary,no,200,no,no,cellular,tue,aug,131,1,-1,0,unknown,no
36,technician,divorced,tertiary,no,466,no,no,cellular,tue,aug,171,1,-1,0,unknown,no
31,management,single,tertiary,no,713,no,no,cellular,tue,aug,162,1,-1,0,unknown,no
41,technician,married,secondary,no,1788,no,no,cellular,tue,aug,222,1,-1,0,unknown,no
33,management,single,tertiary,no,755,yes,no,cellular,tue,aug,68,12,-1,0,unknown,no
34,technician,married,secondary,no,298,no,no,cellular,tue,aug,42,10,-1,0,unknown,no
43,management,married,tertiary,no,370,no,no,cellular,tue,aug,142,5,-1,0,unknown,no
31,management,married,tertiary,no,459,no,no,cellular,tue,aug,13,14,-1,0,unknown,no
45,self-employed,married,tertiary,no,240,no,no,cellular,tue,aug,163,4,-1,0,unknown,no
32,technician,married,secondary,no,-300,no,no,cellular,tue,aug,226,9,-1,0,unknown,no
38,management,married,tertiary,no,0,no,no,cellular,tue,aug,77,18,-1,0,unknown,no
42,self-employed,married,tertiary,no,0,no,no,cellular,tue,aug,35,13,-1,0,unknown,no
52,technician,married,secondary,no,136,no,no,cellular,tue,aug,88,5,-1,0,unknown,no
40,management,married,tertiary,no,558,no,no,cellular,tue,aug,50,5,-1,0,unknown,no
53,management,divorced,tertiary,no,15,no,no,cellular,tue,aug,76,5,-1,0,unknown,no
39,technician,single,tertiary,no,1522,yes,no,cellular,tue,aug,15,8,-1,0,unknown,no
54,admin.,married,secondary,no,111,no,no,cellular,tue,aug,29,13,-1,0,unknown,no
34,technician,married,secondary,no,33,no,no,cellular,tue,aug,259,1,-1,0,unknown,no
35,management,single,tertiary,no,-108,yes,no,cellular,tue,aug,74,3,-1,0,unknown,no
45,technician,married,secondary,no,77,no,no,cellular,tue,aug,90,1,-1,0,unknown,no
45,technician,divorced,secondary,no,12,no,no,cellular,tue,aug,88,3,-1,0,unknown,no
47,services,married,secondary,no,5,no,no,cellular,tue,aug,169,1,-1,0,unknown,no
34,management,single,secondary,no,1863,no,no,cellular,tue,aug,143,1,-1,0,unknown,no
36,technician,single,secondary,no,0,no,no,cellular,tue,aug,8,13,-1,0,unknown,no
30,technician,married,secondary,no,42,no,no,cellular,tue,aug,140,3,-1,0,unknown,no
35,technician,married,secondary,no,-78,no,no,cellular,tue,aug,102,13,-1,0,unknown,no
44,management,married,tertiary,no,0,no,no,cellular,tue,aug,43,1,-1,0,unknown,no
34,management,single,tertiary,yes,621,no,no,cellular,tue,aug,205,3,-1,0,unknown,no
30,technician,married,tertiary,no,81,no,no,cellular,tue,aug,51,1,-1,0,unknown,no
41,technician,married,secondary,no,6171,no,no,cellular,tue,aug,50,5,-1,0,unknown,no
38,management,single,tertiary,no,0,no,no,cellular,tue,aug,59,12,-1,0,unknown,no
41,technician,divorced,secondary,no,475,yes,no,cellular,tue,aug,49,7,-1,0,unknown,no
37,self-employed,married,tertiary,no,552,no,no,cellular,tue,aug,379,1,-1,0,unknown,no
43,housemaid,married,primary,no,685,no,no,cellular,tue,aug,77,7,-1,0,unknown,no
60,retired,married,tertiary,no,45,no,no,cellular,tue,aug,39,5,-1,0,unknown,no
34,technician,married,secondary,no,553,no,no,cellular,tue,aug,45,12,-1,0,unknown,no
34,management,married,tertiary,no,2032,no,no,cellular,tue,aug,103,12,-1,0,unknown,no
39,management,divorced,tertiary,no,295,no,no,cellular,tue,aug,68,2,-1,0,unknown,no
44,management,married,tertiary,no,795,no,no,cellular,tue,aug,99,24,-1,0,unknown,no
51,housemaid,married,primary,no,605,no,no,cellular,tue,aug,270,14,-1,0,unknown,no
52,blue-collar,married,primary,no,-490,yes,yes,cellular,tue,aug,74,10,-1,0,unknown,no
40,technician,married,secondary,no,88,no,no,cellular,tue,aug,214,3,-1,0,unknown,no
47,blue-collar,married,primary,no,1480,no,no,cellular,tue,aug,460,5,-1,0,unknown,no
40,technician,married,secondary,yes,0,no,no,cellular,tue,aug,147,2,-1,0,unknown,no
32,management,single,tertiary,no,813,no,no,cellular,tue,aug,114,7,-1,0,unknown,no
50,blue-collar,married,primary,no,565,yes,yes,cellular,tue,aug,36,3,-1,0,unknown,no
31,technician,single,tertiary,no,-564,yes,yes,cellular,tue,aug,49,15,-1,0,unknown,no
33,management,married,tertiary,no,968,no,yes,cellular,tue,aug,95,10,-1,0,unknown,no
60,retired,married,secondary,no,4,no,no,cellular,tue,aug,602,3,-1,0,unknown,no
33,technician,married,secondary,no,2,no,no,cellular,tue,aug,385,7,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,tue,aug,35,31,-1,0,unknown,no
31,technician,single,secondary,no,182,no,no,cellular,tue,aug,52,5,-1,0,unknown,no
33,technician,single,tertiary,no,34,no,no,cellular,tue,aug,13,30,-1,0,unknown,no
58,blue-collar,married,primary,no,6762,no,no,cellular,tue,aug,9,25,-1,0,unknown,no
49,management,married,tertiary,no,223,no,no,cellular,tue,aug,22,22,-1,0,unknown,no
43,technician,divorced,tertiary,no,0,no,no,cellular,tue,aug,142,10,-1,0,unknown,no
44,management,married,tertiary,no,278,no,no,cellular,tue,aug,95,4,-1,0,unknown,no
31,technician,single,tertiary,no,162,no,no,cellular,tue,aug,13,9,-1,0,unknown,no
33,technician,married,secondary,no,95,no,no,cellular,tue,aug,26,19,-1,0,unknown,no
43,management,single,tertiary,no,1077,no,yes,telephone,tue,aug,48,3,-1,0,unknown,no
59,retired,married,primary,no,1425,yes,no,cellular,tue,aug,299,3,-1,0,unknown,no
51,admin.,married,tertiary,no,26,yes,no,telephone,tue,aug,51,3,-1,0,unknown,no
36,management,married,tertiary,no,918,no,no,cellular,tue,aug,58,8,-1,0,unknown,no
59,retired,married,primary,no,4450,no,no,cellular,tue,aug,106,3,-1,0,unknown,no
42,technician,married,secondary,no,3501,no,no,cellular,tue,aug,23,22,-1,0,unknown,no
47,blue-collar,married,primary,no,3440,no,no,cellular,tue,aug,88,10,-1,0,unknown,no
32,technician,single,secondary,no,35,no,no,cellular,tue,aug,199,6,-1,0,unknown,no
36,technician,married,tertiary,yes,63,no,no,cellular,tue,aug,12,14,-1,0,unknown,no
60,retired,married,tertiary,no,872,no,no,telephone,tue,aug,37,5,-1,0,unknown,no
55,retired,married,secondary,no,159,no,no,cellular,tue,aug,159,1,-1,0,unknown,no
45,blue-collar,married,primary,no,1291,yes,no,cellular,tue,aug,189,17,-1,0,unknown,no
34,management,single,tertiary,no,-64,yes,yes,cellular,tue,aug,693,7,-1,0,unknown,no
32,technician,married,secondary,no,1011,no,no,cellular,tue,aug,56,10,-1,0,unknown,no
35,technician,married,secondary,no,433,no,no,cellular,tue,aug,14,16,-1,0,unknown,no
30,technician,single,secondary,no,1286,no,no,telephone,tue,aug,44,12,-1,0,unknown,no
31,technician,single,secondary,no,3588,no,no,telephone,tue,aug,64,27,-1,0,unknown,no
30,management,single,tertiary,no,0,no,no,cellular,tue,aug,62,7,-1,0,unknown,no
35,management,married,tertiary,no,1684,yes,no,cellular,tue,aug,39,8,-1,0,unknown,no
49,blue-collar,married,primary,no,592,no,no,cellular,tue,aug,133,15,-1,0,unknown,no
35,technician,single,secondary,yes,-30,no,no,cellular,tue,aug,32,2,-1,0,unknown,no
32,technician,married,secondary,no,-213,yes,no,cellular,tue,aug,310,7,-1,0,unknown,no
30,management,married,tertiary,no,1239,no,no,cellular,tue,aug,125,5,-1,0,unknown,no
38,technician,married,secondary,no,0,no,no,cellular,tue,aug,176,10,-1,0,unknown,no
35,technician,single,tertiary,no,576,no,no,cellular,tue,aug,8,13,-1,0,unknown,no
60,management,married,tertiary,no,3029,no,no,cellular,tue,aug,26,9,-1,0,unknown,no
36,technician,married,secondary,no,4542,yes,no,cellular,tue,aug,76,16,-1,0,unknown,no
56,blue-collar,married,primary,no,313,no,no,cellular,tue,aug,24,16,-1,0,unknown,no
43,management,single,tertiary,no,946,no,no,telephone,tue,aug,40,1,-1,0,unknown,no
41,technician,divorced,secondary,no,195,no,no,cellular,tue,aug,260,1,-1,0,unknown,no
31,technician,married,secondary,no,367,no,no,cellular,tue,aug,79,17,-1,0,unknown,no
48,blue-collar,married,primary,no,266,no,no,telephone,tue,aug,58,5,-1,0,unknown,no
60,technician,divorced,secondary,no,-50,no,no,cellular,tue,aug,433,12,-1,0,unknown,no
34,management,single,tertiary,no,603,no,no,cellular,tue,aug,787,1,-1,0,unknown,no
45,technician,married,tertiary,no,265,no,no,cellular,tue,aug,14,3,-1,0,unknown,no
39,management,married,tertiary,no,-17,yes,yes,cellular,tue,aug,908,1,-1,0,unknown,yes
55,technician,married,secondary,no,55,no,yes,cellular,tue,aug,19,17,-1,0,unknown,no
32,technician,married,secondary,no,963,no,no,cellular,tue,aug,15,13,-1,0,unknown,no
41,management,single,tertiary,no,4522,no,no,cellular,tue,aug,55,1,-1,0,unknown,no
32,technician,married,secondary,no,235,yes,no,telephone,tue,aug,688,6,-1,0,unknown,no
36,technician,married,secondary,no,216,no,no,cellular,tue,aug,80,2,-1,0,unknown,no
35,technician,single,secondary,no,634,yes,no,cellular,tue,aug,122,2,-1,0,unknown,no
38,self-employed,married,tertiary,no,1029,no,no,cellular,tue,aug,42,2,-1,0,unknown,no
36,technician,married,secondary,no,432,yes,no,cellular,tue,aug,65,2,-1,0,unknown,no
47,blue-collar,married,primary,no,961,no,no,cellular,tue,aug,45,11,-1,0,unknown,no
31,technician,married,tertiary,no,0,no,no,cellular,tue,aug,70,2,-1,0,unknown,no
49,services,married,secondary,no,413,yes,yes,cellular,tue,aug,175,2,-1,0,unknown,no
59,technician,divorced,secondary,no,0,no,no,cellular,tue,aug,126,2,-1,0,unknown,no
42,technician,married,secondary,no,0,no,no,cellular,tue,aug,82,12,-1,0,unknown,no
46,blue-collar,married,secondary,no,1673,yes,no,cellular,tue,aug,56,10,-1,0,unknown,no
35,technician,married,tertiary,no,358,no,no,cellular,tue,aug,92,9,-1,0,unknown,no
51,blue-collar,married,primary,no,21614,no,no,cellular,tue,aug,47,20,-1,0,unknown,no
35,technician,divorced,secondary,no,56,no,no,cellular,tue,aug,24,12,-1,0,unknown,no
